"n_tango_id","s_tango","s_hinsikbn_1","s_hinsikbn_2","s_hinsikbn_3","s_hinsikbn_4","d_eikyoudo_age","d_eikyoudo_sage","n_update_cnt","n_eikyou_musi_flg"
4417,"☆","記号","一般","*","*",0,93,49,1
4418,"メモ","名詞","サ変接続","*","*",3,21,10,1
4419,"→","記号","一般","*","*",24,116,58,1
4422,"商品","名詞","一般","*","*",12,21,13,1
4423,"券","名詞","接尾","一般","*",0,21,9,1
4425,"※","記号","一般","*","*",9,72,19,1
4427,"V","名詞","一般","*","*",0,21,9,1
4428,"←","記号","一般","*","*",6,12,6,1
4429,"無配","名詞","一般","*","*",0,12,4,1
4430,"新興","名詞","一般","*","*",9,12,9,1
4431,"今年","名詞","副詞可能","*","*",3,22,7,1
4432,"益","名詞","サ変接続","*","*",6,12,6,1
4433,"全部","名詞","副詞可能","*","*",0,12,4,1
4435,"現物","名詞","一般","*","*",0,21,9,1
4439,"だけ","助詞","副助詞","*","*",30,37,27,1
4440,"く","動詞","非自立","*","*",12,12,8,1
4441,"ぱ","名詞","一般","*","*",0,12,4,1
4442,"放置","名詞","サ変接続","*","*",6,21,12,1
4443,"まあ","副詞","一般","*","*",0,21,9,1
4444,"成績","名詞","一般","*","*",0,12,4,1
4445,"もう","副詞","一般","*","*",6,18,9,1
4446,"単位","名詞","一般","*","*",0,12,4,1
4447,"殺人","名詞","一般","*","*",0,12,4,1
4448,"勤務","名詞","サ変接続","*","*",0,12,4,1
4449,"時","名詞","非自立","副詞可能","*",21,51,27,1
4450,"相場","名詞","一般","*","*",6,15,8,1
4451,"休止","名詞","サ変接続","*","*",0,12,4,1
4452,"あく","動詞","自立","*","*",0,12,4,1
4453,"(･","名詞","サ変接続","*","*",0,12,4,1
4455,"物色","名詞","サ変接続","*","*",0,12,4,1
4456,"予定","名詞","サ変接続","*","*",9,28,13,1
4457,"入植","名詞","サ変接続","*","*",12,0,4,1
4458,"時代","名詞","一般","*","*",15,3,6,1
4460,"感謝","名詞","サ変接続","*","*",12,0,4,1
4461,"祭","名詞","接尾","一般","*",12,0,4,1
4463,"手","名詞","一般","*","*",12,0,4,1
4465,"攻防","名詞","一般","*","*",12,0,4,1
4466,"戦","名詞","接尾","一般","*",33,3,12,1
4469,"売却","名詞","サ変接続","*","*",21,10,11,1
4470,"阪急","名詞","固有名詞","組織","*",39,49,26,0
4471,"阪神","名詞","固有名詞","組織","*",39,49,26,0
4474,"買い","名詞","一般","*","*",44,77,38,0
4475,"増し","名詞","接尾","一般","*",21,0,9,1
4476,"新規","名詞","一般","*","*",15,3,6,1
4478,"代表","名詞","サ変接続","*","*",12,40,16,1
4480,"買","名詞","接尾","一般","*",21,29,14,0
4481,"また","接続詞","*","*","*",18,3,8,1
4482,"SI","名詞","一般","*","*",12,0,4,1
4484,"PF","名詞","固有名詞","組織","*",12,0,4,1
4485,"大半","名詞","一般","*","*",12,0,4,1
4488,"鮮明","名詞","形容動詞語幹","*","*",21,23,12,0
4492,"◎","記号","一般","*","*",48,0,24,1
4493,"文句","名詞","一般","*","*",39,0,19,1
4494,"ネタ","名詞","一般","*","*",21,0,9,1
4498,"線","名詞","接尾","一般","*",51,149,57,0
4499,"△","記号","一般","*","*",21,0,9,1
4504,"継続","名詞","サ変接続","*","*",39,46,25,0
4507,"◯","名詞","サ変接続","*","*",12,0,4,1
4510,"R","名詞","一般","*","*",27,0,9,1
4513,"開発","名詞","サ変接続","*","*",172,319,166,0
4514,"21","名詞","数","*","*",42,0,17,1
4516,"楽天","名詞","一般","*","*",12,0,4,1
4518,"60","名詞","数","*","*",18,15,11,1
4524,"選別","名詞","サ変接続","*","*",33,9,14,0
4525,"B","名詞","固有名詞","組織","*",21,0,7,1
4526,"TS","名詞","固有名詞","組織","*",21,0,9,1
4529,"JQ","名詞","一般","*","*",39,0,19,1
4530,"M","名詞","一般","*","*",21,0,9,1
4531,"テラ","名詞","一般","*","*",12,6,7,1
4533,"ヒビ","名詞","一般","*","*",12,0,4,1
4534,"ノ","助詞","格助詞","一般","*",12,0,4,1
4539,"大地","名詞","一般","*","*",12,0,4,1
4542,"判断","名詞","サ変接続","*","*",12,0,4,1
4543,"個人","名詞","一般","*","*",21,3,9,1
4545,"残高","名詞","一般","*","*",15,6,8,1
4548,"29","名詞","数","*","*",12,16,10,1
4550,"+","名詞","サ変接続","*","*",57,65,47,1
4551,"63","名詞","数","*","*",12,0,4,1
4554,"92","名詞","数","*","*",12,0,4,1
4558,"01","名詞","数","*","*",12,3,5,1
4561,"17","名詞","数","*","*",24,43,24,1
4563,"通信","名詞","サ変接続","*","*",93,72,58,0
4565,"動物","名詞","一般","*","*",3,12,5,1
4566,"界","名詞","接尾","一般","*",0,12,4,1
4567,"五","名詞","数","*","*",0,12,4,1
4568,"ツ","名詞","一般","*","*",0,12,4,1
4571,"油断","名詞","サ変接続","*","*",0,12,4,1
4572,"食う","動詞","自立","*","*",0,21,7,0
4573,"わ","助詞","終助詞","*","*",6,15,7,1
4574,"あっ","感動詞","*","*","*",0,12,4,1
4576,"ムシ","名詞","一般","*","*",0,12,4,1
4581,"め","名詞","接尾","一般","*",0,9,3,1
4584,"声","名詞","接尾","一般","*",9,21,12,1
4585,"でん","副詞","助詞類接続","*","*",0,9,3,1
4586,"よい","形容詞","自立","*","*",0,15,7,1
4588,"将軍","名詞","一般","*","*",0,9,3,1
4590,"礼","名詞","一般","*","*",0,9,3,1
4597,"リン","名詞","一般","*","*",0,12,4,1
4598,"選択","名詞","サ変接続","*","*",20,45,20,0
4603,"本体","名詞","一般","*","*",0,21,9,1
4605,"ぶつ","名詞","一般","*","*",0,12,4,1
4606,"森","名詞","一般","*","*",0,12,4,1
4607,"同","接頭詞","名詞接続","*","*",0,21,7,1
4608,"梱","名詞","一般","*","*",0,12,4,1
4609,"版","名詞","接尾","一般","*",0,12,4,1
4612,"抽選","名詞","サ変接続","*","*",0,24,11,1
4614,"59","名詞","数","*","*",3,12,5,1
4620,"，","記号","読点","*","*",0,12,4,1
4622,"限定","名詞","サ変接続","*","*",0,55,15,0
4623,"予約","名詞","サ変接続","*","*",0,12,4,1
4625,"引け","名詞","一般","*","*",12,30,10,1
4626,"日足","名詞","固有名詞","地域","一般",12,20,8,1
4627,"陰線","名詞","一般","*","*",42,80,35,0
4629,"急増","名詞","サ変接続","*","*",6,26,9,1
4632,"12","名詞","数","*","*",24,48,23,1
4633,"32","名詞","数","*","*",15,23,11,1
4636,"イナ","名詞","一般","*","*",6,26,8,1
4639,"岐阜","名詞","固有名詞","地域","一般",6,65,21,1
4640,"造園","名詞","サ変接続","*","*",30,167,53,0
4644,"33","名詞","数","*","*",12,26,11,1
4645,"11","名詞","数","*","*",15,29,12,1
4647,"小栗","名詞","固有名詞","人名","姓",0,35,9,1
4648,"勝郎","名詞","固有名詞","人名","名",0,35,9,1
4649,"氏","名詞","接尾","人名","*",30,35,24,1
4650,"保有","名詞","サ変接続","*","*",45,86,47,1
4651,"割合","名詞","一般","*","*",12,23,10,1
4652,"減少","名詞","サ変接続","*","*",0,20,5,1
4653,"報告","名詞","サ変接続","*","*",63,68,47,1
4654,"変更","名詞","サ変接続","*","*",30,32,18,1
4655,"書","名詞","接尾","一般","*",21,26,14,1
4656,"No","名詞","一般","*","*",0,20,4,1
4657,"6","名詞","数","*","*",15,114,44,1
4659,"?","名詞","サ変接続","*","*",0,29,7,1
4660,"県","名詞","接尾","地域","*",39,36,24,1
4662,"義務","名詞","一般","*","*",57,128,59,0
4664,"53","名詞","数","*","*",3,20,5,1
4665,"%→","名詞","サ変接続","*","*",6,47,16,1
4666,"25","名詞","数","*","*",3,26,8,1
4668,"共同","名詞","サ変接続","*","*",0,32,9,1
4669,"他","接頭詞","名詞接続","*","*",21,80,31,1
4670,"者","名詞","接尾","一般","*",151,266,132,0
4671,"45","名詞","数","*","*",6,36,11,1
4672,"41","名詞","数","*","*",3,20,5,1
4673,"合計","名詞","サ変接続","*","*",3,26,7,1
4674,"安値","名詞","一般","*","*",6,38,12,1
4675,"０","名詞","数","*","*",24,47,21,1
4678,"９","名詞","数","*","*",24,59,25,1
4680,"三井","名詞","固有名詞","組織","*",30,65,32,1
4681,"住","名詞","一般","*","*",18,50,20,1
4682,"建","名詞","一般","*","*",21,50,21,1
4683,"道路","名詞","一般","*","*",69,161,64,0
4688,"６","名詞","数","*","*",18,59,23,1
4690,"安江","名詞","固有名詞","人名","姓",6,50,16,1
4703,"進","名詞","接尾","助数詞","*",15,65,20,0
4704,"学会","名詞","一般","*","*",6,20,6,1
4705,"Ｈ","記号","アルファベット","*","*",21,75,29,1
4706,"Ｄ","記号","アルファベット","*","*",18,75,28,1
4707,"５","名詞","数","*","*",21,38,17,1
4709,"経","名詞","一般","*","*",27,62,23,0
4710,"Ｖ","記号","アルファベット","*","*",6,20,6,1
4711,"Ｉ","記号","アルファベット","*","*",6,20,6,1
4713,"原油","名詞","一般","*","*",12,20,8,1
4714,"ベア","名詞","一般","*","*",12,20,8,1
4717,"２","名詞","数","*","*",57,29,29,1
4718,"３","名詞","数","*","*",15,47,18,1
4720,"梅","名詞","一般","*","*",0,20,4,1
4721,"８","名詞","数","*","*",15,62,23,1
4729,"三栄","名詞","一般","*","*",6,26,8,1
4730,"コ","名詞","一般","*","*",6,26,8,1
4736,"富士","名詞","固有名詞","地域","一般",6,66,21,1
4737,"ＰＳ","名詞","固有名詞","組織","*",6,20,6,1
4745,"銚子","名詞","一般","*","*",0,41,9,0
4746,"丸","名詞","一般","*","*",0,20,4,1
4751,"精密","名詞","形容動詞語幹","*","*",0,35,7,0
4762,"雨","名詞","一般","*","*",9,60,21,0
4763,"降る","動詞","自立","*","*",3,45,14,0
4767,"梅雨","名詞","一般","*","*",0,21,9,1
4768,"明け","名詞","接尾","一般","*",0,12,4,1
4770,"すぐ","副詞","助詞類接続","*","*",0,18,7,1
4771,"台風","名詞","一般","*","*",0,12,4,1
4773,"国土","名詞","一般","*","*",9,21,10,1
4774,"強靭","名詞","形容動詞語幹","*","*",0,12,4,1
4775,"化","名詞","接尾","サ変接続","*",12,33,15,1
4776,"待つ","動詞","自立","*","*",9,12,7,1
4779,"基礎","名詞","一般","*","*",3,15,6,1
4780,"技術","名詞","一般","*","*",0,12,4,1
4781,"PS","名詞","固有名詞","組織","*",0,12,4,1
4782,"三菱","名詞","固有名詞","組織","*",6,12,6,1
4784,"技研","名詞","一般","*","*",0,24,10,1
4785,"北斗","名詞","一般","*","*",9,0,3,1
4786,"くん","名詞","接尾","人名","*",42,24,23,1
4787,"名前","名詞","一般","*","*",6,10,4,1
4788,"って","助詞","格助詞","連語","*",33,76,37,1
4790,"""","名詞","サ変接続","*","*",18,12,13,1
4792,"ほる","動詞","自立","*","*",6,0,1,1
4794,"すき","名詞","一般","*","*",6,0,1,1
4795,"三","名詞","数","*","*",3,30,10,1
4796,"次","名詞","接尾","助数詞","*",9,9,5,1
4798,"噂","名詞","サ変接続","*","*",0,9,2,1
4799,"？(","名詞","サ変接続","*","*",0,9,2,1
4800,"震る","動詞","自立","*","*",0,30,7,0
4803,"AG","名詞","固有名詞","組織","*",0,9,2,1
4805,"08","名詞","数","*","*",6,21,9,1
4807,"再","接頭詞","名詞接続","*","*",0,9,2,1
4808,"IN","名詞","一般","*","*",0,9,2,1
4811,"73","名詞","数","*","*",0,9,2,1
4814,"04","名詞","数","*","*",3,12,4,1
4817,"09","名詞","数","*","*",6,15,6,1
4824,"底力","名詞","一般","*","*",3,3,2,1
4825,"藤本","名詞","固有名詞","人名","姓",6,39,11,0
4826,"誠之","名詞","固有名詞","人名","名",6,39,11,0
4827,"社長","名詞","一般","*","*",24,35,21,1
4828,"元","接頭詞","名詞接続","*","*",12,12,9,1
4834,"(*","名詞","サ変接続","*","*",3,3,2,1
4836,"＠","記号","一般","*","*",9,0,2,1
4838,"葉","名詞","固有名詞","人名","名",24,10,9,0
4839,"お話","名詞","サ変接続","*","*",9,0,2,1
4843,"先生","名詞","一般","*","*",21,3,8,1
4844,"言葉","名詞","一般","*","*",24,23,12,0
4846,"光栄","名詞","形容動詞語幹","*","*",9,0,2,1
4849,"動揺","名詞","サ変接続","*","*",9,0,2,1
4851,"輝","名詞","固有名詞","人名","名",24,6,9,0
4852,"綺羅","名詞","一般","*","*",24,0,7,0
4853,"ふう","名詞","非自立","形容動詞語幹","*",15,0,5,1
4856,"青春","名詞","一般","*","*",24,0,7,0
4857,"咽ぶ","動詞","自立","*","*",9,0,2,1
4858,"泣く","動詞","自立","*","*",9,0,2,1
4859,"おる","動詞","非自立","*","*",24,6,11,1
4860,"その","連体詞","*","*","*",21,43,21,1
4861,"風景","名詞","一般","*","*",24,49,18,0
4862,"野畑","名詞","固有名詞","人名","姓",24,3,8,0
4870,"m","名詞","固有名詞","組織","*",15,0,5,1
4872,"連休","名詞","一般","*","*",24,0,7,0
4873,"意識","名詞","サ変接続","*","*",9,0,2,1
4874,"お家","名詞","一般","*","*",9,0,2,1
4878,"笑","名詞","固有名詞","人名","名",18,3,6,1
4880,"or","名詞","一般","*","*",27,0,11,1
4881,"微増","名詞","サ変接続","*","*",9,0,2,1
4883,"感じ","名詞","一般","*","*",9,9,5,1
4886,"噴火","名詞","サ変接続","*","*",9,0,2,1
4891,"向け","名詞","接尾","一般","*",6,33,14,1
4892,"クラ","名詞","固有名詞","一般","*",9,21,11,1
4893,"ウド","名詞","一般","*","*",0,21,8,1
4894,"自動","名詞","一般","*","*",9,45,19,0
4900,"環境","名詞","一般","*","*",30,39,30,1
4901,"防災","名詞","サ変接続","*","*",6,39,16,0
4907,"採用","名詞","サ変接続","*","*",0,21,8,1
4908,"＜","記号","括弧開","*","*",0,29,6,1
4910,",","名詞","サ変接続","*","*",21,89,36,1
4912,"KB","名詞","一般","*","*",0,9,2,1
4914,"タン","名詞","固有名詞","人名","姓",0,15,2,1
4915,"語る","動詞","自立","*","*",3,25,5,0
4916,"欠陥","名詞","一般","*","*",0,21,4,1
4918,"貢献","名詞","サ変接続","*","*",0,28,5,0
4919,"招待","名詞","サ変接続","*","*",0,15,2,1
4920,"状","名詞","接尾","一般","*",0,15,2,1
4921,"|","名詞","サ変接続","*","*",0,27,6,1
4927,"開幕","名詞","サ変接続","*","*",8,34,9,0
4935,"阪口","名詞","固有名詞","人名","姓",0,45,9,0
4936,"晴","名詞","固有名詞","人名","名",0,15,2,1
4939,"選手","名詞","一般","*","*",23,111,38,0
4940,"良平","名詞","固有名詞","人名","名",0,25,4,0
4942,"ここ","名詞","代名詞","一般","*",3,15,3,1
4943,"二","名詞","数","*","*",15,15,8,1
4944,"人","名詞","接尾","助数詞","*",48,49,31,1
4945,"顔","名詞","一般","*","*",15,37,13,0
4947,"少し","副詞","助詞類接続","*","*",0,15,2,1
4948,"喜ぶ","動詞","自立","*","*",0,15,2,1
4949,"長野","名詞","固有名詞","地域","一般",12,64,17,0
4951,"塩尻","名詞","固有名詞","地域","一般",0,15,2,1
4953,"ロゼ","名詞","一般","*","*",0,15,2,1
4955,"田中","名詞","固有名詞","人名","姓",21,6,11,1
4956,"建設","名詞","サ変接続","*","*",33,18,18,1
4957,"工業","名詞","一般","*","*",24,51,27,1
4958,"永久","名詞","一般","*","*",9,0,2,1
4959,"ろ","名詞","一般","*","*",9,0,2,1
4960,"！(","名詞","サ変接続","*","*",9,0,2,1
4961,"@⊂","名詞","サ変接続","*","*",9,0,2,1
4962,"彡","名詞","一般","*","*",9,0,2,1
4964,"´)","名詞","サ変接続","*","*",15,0,4,1
4967,"即","接頭詞","名詞接続","*","*",12,0,3,1
4968,"衝動","名詞","サ変接続","*","*",15,0,4,0
4969,"駆る","動詞","自立","*","*",15,0,4,0
4970,"ｗ","記号","アルファベット","*","*",15,3,5,1
4971,"安倍","名詞","固有名詞","人名","姓",9,0,2,1
4972,"犠牲","名詞","一般","*","*",9,0,2,1
4973,"達","名詞","接尾","一般","*",24,12,11,0
4974,"■","記号","一般","*","*",27,0,11,1
4975,"森友","名詞","固有名詞","人名","姓",15,0,5,1
4976,"学園","名詞","一般","*","*",9,0,2,1
4977,"請負","名詞","サ変接続","*","*",15,6,6,0
4978,"藤原","名詞","固有名詞","人名","姓",23,9,9,0
4980,"㈱","名詞","サ変接続","*","*",9,0,2,1
4981,"土木","名詞","一般","*","*",9,0,4,1
4982,"秋山","名詞","固有名詞","人名","姓",9,0,2,1
4983,"肇","名詞","固有名詞","人名","名",15,6,6,0
4984,"自殺","名詞","サ変接続","*","*",39,18,20,0
4985,"近畿","名詞","固有名詞","地域","一般",15,6,6,0
4987,"池田","名詞","固有名詞","地域","一般",12,0,3,1
4988,"統括","名詞","サ変接続","*","*",15,6,6,0
4989,"官","名詞","接尾","一般","*",9,0,2,1
4990,"部下","名詞","一般","*","*",15,6,6,0
4991,"赤木","名詞","固有名詞","人名","姓",27,12,13,0
4992,"俊夫","名詞","固有名詞","人名","名",9,0,2,1
4993,"大阪","名詞","固有名詞","地域","一般",27,3,9,1
4994,"地検","名詞","一般","*","*",9,0,2,1
4997,"国有","名詞","一般","*","*",9,0,2,1
4998,"財産","名詞","一般","*","*",15,21,11,0
4999,"係長","名詞","一般","*","*",9,0,2,1
5000,"青木","名詞","固有名詞","人名","姓",15,6,6,0
5001,"隆","名詞","固有名詞","人名","名",15,12,8,0
5003,"暗殺","名詞","サ変接続","*","*",9,0,2,1
5004,"エ","名詞","一般","*","*",9,0,2,1
5005,"足","名詞","一般","*","*",3,9,3,0
5008,"でる","動詞","非自立","*","*",0,9,2,1
5009,"ご","接頭詞","名詞接続","*","*",27,12,17,1
5010,"参加","名詞","サ変接続","*","*",48,27,28,1
5012,"数","名詞","数","*","*",9,6,4,1
5013,"以内","名詞","非自立","副詞可能","*",6,6,4,1
5014,"DM","名詞","一般","*","*",9,6,4,1
5015,"にて","助詞","格助詞","一般","*",0,6,1,1
5016,"連絡","名詞","サ変接続","*","*",0,12,3,0
5018,"♪◆","名詞","サ変接続","*","*",0,6,1,1
5021,"凄味","名詞","一般","*","*",0,15,7,1
5022,"探す","動詞","自立","*","*",0,6,1,1
5023,"▼","記号","一般","*","*",0,6,1,1
5027,"場","名詞","一般","*","*",0,6,1,1
5030,"開催","名詞","サ変接続","*","*",24,30,17,0
5032,"様","名詞","接尾","人名","*",0,46,13,1
5034,"毎日","名詞","副詞可能","*","*",0,6,1,1
5035,"応募","名詞","サ変接続","*","*",0,6,1,1
5036,"交換","名詞","サ変接続","*","*",27,0,10,1
5037,"譲渡","名詞","サ変接続","*","*",81,82,55,0
5038,"黒子","名詞","一般","*","*",75,0,29,0
5040,"黒","名詞","一般","*","*",54,21,26,0
5041,"バス","名詞","一般","*","*",21,0,8,1
5045,"中外","名詞","一般","*","*",21,0,8,1
5047,"譲","名詞","固有名詞","人名","名",39,3,15,0
5048,"青峰","名詞","固有名詞","人名","名",39,0,14,0
5049,"火","名詞","一般","*","*",24,0,9,1
5050,"神","名詞","接尾","一般","*",27,0,10,1
5051,"黄瀬","名詞","固有名詞","地域","一般",39,0,14,0
5052,"赤司","名詞","固有名詞","人名","姓",39,0,14,0
5053,"笠松","名詞","固有名詞","人名","姓",21,0,8,1
5054,"＊","記号","一般","*","*",21,0,8,1
5055,"枚数","名詞","一般","*","*",21,0,8,1
5056,"画像","名詞","一般","*","*",21,0,8,1
5057,"求","名詞","固有名詞","地域","一般",21,0,8,1
5058,"異種","名詞","一般","*","*",21,0,8,1
5059,"同種","名詞","一般","*","*",21,0,8,1
5060,"等身","名詞","一般","*","*",39,0,17,1
5061,"問う","動詞","自立","*","*",21,0,8,1
5062,"ぬ","助動詞","*","*","*",45,0,16,1
5063,"高尾","名詞","固有名詞","地域","一般",39,0,14,0
5065,"送料","名詞","一般","*","*",39,6,16,0
5066,"gt","名詞","一般","*","*",21,70,22,1
5067,"高","名詞","接尾","一般","*",101,57,53,0
5068,"尾","名詞","一般","*","*",21,0,8,1
5070,"のみ","助詞","副助詞","*","*",24,6,12,1
5071,"SD","名詞","一般","*","*",21,0,8,1
5072,"間","名詞","接尾","一般","*",111,13,44,0
5073,"S","名詞","固有名詞","組織","*",27,6,13,1
5077,"ダウ","名詞","一般","*","*",0,9,2,1
5078,"･","名詞","サ変接続","*","*",72,15,42,1
5081,"米国","名詞","固有名詞","地域","国",18,42,20,0
5086,"コア","名詞","一般","*","*",6,25,10,1
5088,"業種","名詞","一般","*","*",3,9,3,1
5089,"いう","動詞","自立","*","*",0,18,5,1
